Page,Frame,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8,Motor 9,Motor 10,Motor 11,Motor 12,Motor 13,Motor 14,Motor 15,Motor 16,Motor 17,Motor 18
102 R_E_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-24.32,5.57,-52.15,45.7,-84.08,71.48,41.6,-35.74,-20.21,-6.15
103,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
103,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
103,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
103,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
103,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
103,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
103,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
104 FLT_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
104 FLT_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
104 FLT_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
104 FLT_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
104 FLT_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
104 FLT_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
104 FLT_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
105,10,-81.74,80.27,-68.26,67.97,-14.65,14.36,-31.64,31.35,-3.22,10.84,-46.58,65.92,-71.78,86.43,39.26,-34.86,5.57,7.62
105,20,-77.34,84.67,-68.26,67.97,-14.65,14.36,-28.42,28.12,1.46,5.86,-45.41,63.87,-72.66,74.12,41.31,-24.61,4.39,4.98
105,30,-72.95,89.06,-68.26,67.97,-14.65,14.36,-27.25,26.95,3.22,3.22,-46,62.11,-74.12,67.97,42.19,-20.21,3.22,3.22
105,40,-69.14,92.87,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.05,2.05,-47.46,62.99,-76.17,70.02,42.77,-21.68,2.05,2.05
105,50,-65.92,96.09,-68.26,67.97,-14.65,14.36,-27.25,26.95,0.29,0.88,-47.75,63.28,-77.34,72.66,43.95,-24.02,0.29,0.88
105,60,-63.57,98.44,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.76,-0.29,-47.17,62.7,-77.93,75.29,45.12,-26.95,-1.76,-0.29
105,70,-61.82,100.2,-68.26,67.97,-14.65,14.36,-27.25,26.95,-4.1,-1.46,-45.7,61.23,-77.34,77.05,46,-30.18,-4.1,-1.46
106 FLT_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
106 FLT_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
106 FLT_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
106 FLT_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
106 FLT_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
106 FLT_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
106 FLT_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
107,10,-80.86,81.15,-68.26,67.97,-14.65,14.36,-40.72,40.43,-12.3,2.34,-65.04,47.46,-86.72,71.48,36.04,-38.67,-9.08,-6.45
107,20,-85.25,76.76,-68.26,67.97,-14.65,14.36,-43.95,43.65,-9.38,-2.93,-62.4,46.58,-74.41,72.36,26.07,-40.14,-8.5,-5.86
107,30,-89.65,72.36,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-60.64,47.17,-68.26,73.83,21.68,-41.31,-7.62,-4.98
107,40,-93.46,68.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-62.11,48.05,-70.31,75.88,22.56,-42.19,-6.45,-3.81
107,50,-96.68,65.33,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-62.7,47.75,-72.95,77.05,24.61,-43.65,-4.98,-2.34
107,60,-99.02,62.99,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-62.4,46.58,-75.59,77.64,27.25,-45.41,-3.22,-0.59
107,70,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-61.52,44.53,-77.34,77.05,29.88,-46.88,-1.46,1.17
108 FLT_M_L,10,-100.49,61.52,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-61.52,43.36,-77.93,75.29,31.93,-47.75,0.29,2.93
108 FLT_M_L,20,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-59.77,40.72,-77.34,72.66,33.11,-48.05,2.05,4.69
108 FLT_M_L,30,-101.07,60.94,-68.26,67.97,-14.65,14.36,-44.82,44.53,2.34,6.74,-58.01,40.43,-76.17,72.95,33.98,-48.34,3.52,6.15
108 FLT_M_L,40,-99.9,62.11,-68.26,67.97,-14.65,14.36,-43.65,43.36,0.88,9.38,-55.96,43.95,-74.71,77.93,34.57,-49.8,4.98,7.91
108 FLT_M_L,50,-97.56,64.45,-68.26,67.97,-14.65,14.36,-41.6,41.31,-1.76,12.01,-53.91,50.1,-72.95,84.67,34.86,-50.39,5.86,9.38
108 FLT_M_L,60,-94.63,67.38,-68.26,67.97,-14.65,14.36,-38.96,38.67,-4.39,13.77,-52.15,57.13,-72.07,89.94,35.45,-48.63,6.15,9.96
108 FLT_M_L,70,-91.11,70.9,-68.26,67.97,-14.65,14.36,-36.33,36.04,-5.27,13.77,-50.68,63.57,-71.48,91.99,36.33,-44.53,6.45,9.67
109,10,-87.01,75,-68.26,67.97,-14.65,14.36,-33.4,33.11,-4.69,12.01,-50.1,67.68,-72.07,89.94,37.5,-38.38,5.86,8.5
109,20,-82.62,79.39,-68.26,67.97,-14.65,14.36,-31.05,30.76,-2.64,9.08,-49.51,68.55,-72.95,84.67,39.26,-31.93,4.98,6.45
109,30,-77.93,84.08,-68.26,67.97,-14.65,14.36,-29,28.71,-0.29,5.57,-49.51,67.38,-74.71,77.93,41.02,-26.37,3.81,4.1
109,40,-73.83,88.18,-68.26,67.97,-14.65,14.36,-27.83,27.54,1.17,2.64,-49.22,65.62,-76.17,72.95,42.48,-23.14,2.34,2.05
109,50,-69.73,92.29,-68.26,67.97,-14.65,14.36,-27.25,26.95,0.29,0.88,-49.22,64.75,-77.34,72.66,43.95,-24.02,0.29,0.88
109,60,-66.5,95.51,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.76,-0.29,-48.63,64.16,-77.93,75.29,45.12,-26.95,-1.76,-0.29
109,70,-63.87,98.14,-68.26,67.97,-14.65,14.36,-27.25,26.95,-4.1,-1.46,-47.17,62.7,-77.34,77.05,46,-30.18,-4.1,-1.46
110 FLT_M_R,10,-62.11,99.9,-68.26,67.97,-14.65,14.36,-27.25,26.95,-6.15,-2.64,-45.12,60.94,-75.59,77.64,46.29,-32.81,-6.15,-2.64
110 FLT_M_R,20,-61.23,100.78,-68.26,67.97,-14.65,14.36,-27.25,26.95,-8.2,-3.81,-43.07,58.59,-72.95,77.05,45.7,-34.57,-8.2,-3.81
110 FLT_M_R,30,-61.52,100.49,-68.26,67.97,-14.65,14.36,-27.83,27.54,-10.25,-3.81,-43.07,56.54,-73.24,75.88,45.7,-35.45,-9.67,-4.98
110 FLT_M_R,40,-62.7,99.32,-68.26,67.97,-14.65,14.36,-29,28.71,-12.01,-1.46,-46.58,54.2,-78.22,74.41,47.17,-36.04,-10.55,-5.57
110 FLT_M_R,50,-65.04,96.97,-68.26,67.97,-14.65,14.36,-31.05,30.76,-13.48,1.46,-52.44,52.44,-84.96,72.66,48.34,-36.33,-10.84,-6.15
110 FLT_M_R,60,-67.97,94.04,-68.26,67.97,-14.65,14.36,-33.4,33.11,-14.36,4.1,-58.59,51.27,-90.23,71.78,47.46,-36.33,-10.55,-6.45
110 FLT_M_R,70,-71.48,90.53,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.06,4.98,-63.87,50.39,-92.29,71.19,44.24,-36.62,-9.96,-6.74
111,10,-75.59,86.43,-68.26,67.97,-14.65,14.36,-38.96,38.67,-13.18,4.1,-67.09,50.39,-90.23,71.78,38.96,-37.21,-9.38,-6.45
111,20,-79.98,82.03,-68.26,67.97,-14.65,14.36,-41.6,41.31,-11.13,1.76,-67.68,50.39,-84.96,72.66,33.11,-38.38,-8.5,-5.86
111,30,-84.67,77.34,-68.26,67.97,-14.65,14.36,-43.65,43.36,-8.79,-0.88,-66.21,50.39,-78.22,74.41,27.54,-40.14,-7.62,-4.98
111,40,-88.77,73.24,-68.26,67.97,-14.65,14.36,-44.82,44.53,-6.74,-2.64,-64.75,50.1,-73.24,75.88,24.32,-41.89,-6.45,-3.81
111,50,-92.87,69.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-64.16,49.22,-72.95,77.05,24.61,-43.65,-4.98,-2.34
111,60,-96.09,65.92,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-63.87,48.05,-75.59,77.64,27.25,-45.41,-3.22,-0.59
111,70,-98.73,63.28,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-62.99,46,-77.34,77.05,29.88,-46.88,-1.46,1.17
112 FLT_E_L,10,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-60.06,41.89,-77.93,75.29,31.93,-47.75,0.29,2.93
112 FLT_E_L,20,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-58.3,39.26,-77.34,72.66,33.11,-48.05,2.05,4.69
112 FLT_E_L,30,-99.61,62.4,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-56.84,37.21,-76.17,70.02,33.4,-47.46,3.52,6.15
112 FLT_E_L,40,-97.27,64.75,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-55.96,36.33,-74.12,67.97,32.52,-46,4.69,7.32
112 FLT_E_L,50,-94.04,67.97,-68.26,67.97,-14.65,14.36,-43.95,43.65,2.93,9.67,-54.79,41.02,-72.66,74.12,32.23,-47.46,5.86,8.5
112 FLT_E_L,60,-90.23,71.78,-68.26,67.97,-14.65,14.36,-40.72,40.43,-2.34,12.89,-52.15,52.15,-71.78,86.43,33.69,-48.93,6.45,9.96
112 FLT_E_L,70,-86.13,75.88,-68.26,67.97,-14.65,14.36,-36.33,36.04,-5.27,13.77,-49.22,62.11,-71.48,91.99,36.33,-44.53,6.45,9.67
113,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
113,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
113,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
113,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
113,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
113,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
113,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
114 FLT_E_R,10,-61.23,100.78,-68.26,67.97,-14.65,14.36,-27.25,26.95,-6.15,-2.64,-43.65,59.47,-75.59,77.64,46.29,-32.81,-6.15,-2.64
114 FLT_E_R,20,-61.82,100.2,-68.26,67.97,-14.65,14.36,-27.25,26.95,-8.2,-3.81,-41.6,57.13,-72.95,77.05,45.7,-34.57,-8.2,-3.81
114 FLT_E_R,30,-62.99,99.02,-68.26,67.97,-14.65,14.36,-27.25,26.95,-9.96,-4.98,-40.14,55.37,-70.31,75.88,44.53,-35.16,-9.96,-4.98
114 FLT_E_R,40,-65.33,96.68,-68.26,67.97,-14.65,14.36,-27.25,26.95,-10.84,-6.15,-39.26,53.91,-68.26,73.83,43.07,-34.57,-10.84,-6.15
114 FLT_E_R,50,-68.55,93.46,-68.26,67.97,-14.65,14.36,-28.42,28.12,-12.3,-3.81,-44.24,52.73,-74.41,72.36,44.24,-34.28,-11.43,-6.74
114 FLT_E_R,60,-72.36,89.65,-68.26,67.97,-14.65,14.36,-31.64,31.35,-14.06,1.76,-53.91,50.98,-86.72,71.48,46.88,-35.16,-10.84,-7.03
114 FLT_E_R,70,-76.46,85.55,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.06,4.98,-62.4,48.93,-92.29,71.19,44.24,-36.62,-9.96,-6.74
115,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
115,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
115,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
115,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
115,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
115,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
115,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
116 FRT_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
116 FRT_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
116 FRT_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
116 FRT_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
116 FRT_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
116 FRT_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
116 FRT_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
117,10,-81.74,80.27,-68.26,67.97,-14.65,14.36,-40.72,40.43,-2.64,12.01,-47.75,64.75,-71.78,86.43,38.38,-36.33,6.15,8.79
117,20,-77.34,84.67,-68.26,67.97,-14.65,14.36,-43.95,43.65,2.64,9.08,-46.88,62.11,-72.66,74.12,39.84,-26.37,5.57,8.2
117,30,-72.95,89.06,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.46,60.35,-74.12,67.97,41.02,-21.97,4.69,7.32
117,40,-69.14,92.87,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.34,61.82,-76.17,70.02,41.89,-22.85,3.52,6.15
117,50,-65.92,96.09,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-48.05,62.4,-77.34,72.66,43.36,-24.9,2.05,4.69
117,60,-63.57,98.44,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-46.88,62.11,-77.93,75.29,45.12,-27.54,0.29,2.93
117,70,-61.82,100.2,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-44.82,61.23,-77.34,77.05,46.58,-30.18,-1.46,1.17
118 FRT_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
118 FRT_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
118 FRT_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
118 FRT_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
118 FRT_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
118 FRT_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
118 FRT_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
119,10,-80.86,81.15,-68.26,67.97,-14.65,14.36,-31.64,31.35,-11.13,2.93,-66.21,46.29,-86.72,71.48,34.57,-39.55,-7.91,-5.86
119,20,-85.25,76.76,-68.26,67.97,-14.65,14.36,-28.42,28.12,-6.15,-1.76,-64.16,45.12,-74.41,72.36,24.32,-41.6,-5.27,-4.69
119,30,-89.65,72.36,-68.26,67.97,-14.65,14.36,-27.25,26.95,-3.52,-3.52,-62.4,45.7,-68.26,73.83,19.92,-42.48,-3.52,-3.52
119,40,-93.46,68.55,-68.26,67.97,-14.65,14.36,-27.25,26.95,-2.34,-2.34,-63.28,47.17,-70.31,75.88,21.39,-43.07,-2.34,-2.34
119,50,-96.68,65.33,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.17,-0.59,-63.57,47.46,-72.95,77.05,23.73,-44.24,-1.17,-0.59
119,60,-99.02,62.99,-68.26,67.97,-14.65,14.36,-27.25,26.95,0,1.46,-62.99,46.88,-75.59,77.64,26.66,-45.41,0,1.46
119,70,-100.78,61.23,-68.26,67.97,-14.65,14.36,-27.25,26.95,1.17,3.81,-61.52,45.41,-77.34,77.05,29.88,-46.29,1.17,3.81
120 FRT_M_L,10,-100.49,61.52,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.34,5.86,-61.23,44.82,-77.93,75.29,32.52,-46.58,2.34,5.86
120 FRT_M_L,20,-101.37,60.64,-68.26,67.97,-14.65,14.36,-27.25,26.95,3.52,7.91,-58.89,42.77,-77.34,72.66,34.28,-46,3.52,7.91
120 FRT_M_L,30,-101.07,60.94,-68.26,67.97,-14.65,14.36,-27.83,27.54,3.52,9.96,-56.84,42.77,-76.17,72.95,35.16,-46,4.69,9.38
120 FRT_M_L,40,-99.9,62.11,-68.26,67.97,-14.65,14.36,-29,28.71,1.17,11.72,-54.49,46.29,-74.71,77.93,35.74,-47.46,5.27,10.25
120 FRT_M_L,50,-97.56,64.45,-68.26,67.97,-14.65,14.36,-31.05,30.76,-1.76,13.18,-52.73,52.15,-72.95,84.67,36.04,-48.63,5.86,10.55
120 FRT_M_L,60,-94.63,67.38,-68.26,67.97,-14.65,14.36,-33.4,33.11,-4.39,14.06,-51.56,58.3,-72.07,89.94,36.04,-47.75,6.15,10.25
120 FRT_M_L,70,-91.11,70.9,-68.26,67.97,-14.65,14.36,-36.33,36.04,-5.27,13.77,-50.68,63.57,-71.48,91.99,36.33,-44.53,6.45,9.67
121,10,-87.01,75,-68.26,67.97,-14.65,14.36,-38.96,38.67,-4.39,12.89,-50.68,66.8,-72.07,89.94,36.91,-39.26,6.15,9.08
121,20,-82.62,79.39,-68.26,67.97,-14.65,14.36,-41.6,41.31,-2.05,10.84,-50.68,67.38,-72.95,84.67,38.09,-33.4,5.57,8.2
121,30,-77.93,84.08,-68.26,67.97,-14.65,14.36,-43.65,43.36,0.59,8.5,-50.68,65.92,-74.71,77.93,39.84,-27.83,4.69,7.32
121,40,-73.83,88.18,-68.26,67.97,-14.65,14.36,-44.82,44.53,2.34,6.45,-50.39,64.45,-76.17,72.95,41.6,-24.61,3.52,6.15
121,50,-69.73,92.29,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.51,63.87,-77.34,72.66,43.36,-24.9,2.05,4.69
121,60,-66.5,95.51,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-48.34,63.57,-77.93,75.29,45.12,-27.54,0.29,2.93
121,70,-63.87,98.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-46.29,62.7,-77.34,77.05,46.58,-30.18,-1.46,1.17
122 FRT_M_R,10,-62.11,99.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-43.65,61.23,-75.59,77.64,47.46,-32.23,-3.22,-0.59
122 FRT_M_R,20,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-41.02,59.47,-72.95,77.05,47.75,-33.4,-4.98,-2.34
122 FRT_M_R,30,-61.52,100.49,-68.26,67.97,-14.65,14.36,-44.82,44.53,-7.03,-2.64,-40.72,57.71,-73.24,75.88,48.05,-34.28,-6.45,-3.81
122 FRT_M_R,40,-62.7,99.32,-68.26,67.97,-14.65,14.36,-43.65,43.36,-9.67,-1.17,-44.24,55.66,-78.22,74.41,49.51,-34.86,-8.2,-5.27
122 FRT_M_R,50,-65.04,96.97,-68.26,67.97,-14.65,14.36,-41.6,41.31,-12.3,1.46,-50.39,53.61,-84.96,72.66,50.1,-35.16,-9.67,-6.15
122 FRT_M_R,60,-67.97,94.04,-68.26,67.97,-14.65,14.36,-38.96,38.67,-14.06,4.1,-57.42,51.86,-90.23,71.78,48.34,-35.74,-10.25,-6.45
122 FRT_M_R,70,-71.48,90.53,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.06,4.98,-63.87,50.39,-92.29,71.19,44.24,-36.62,-9.96,-6.74
123,10,-75.59,86.43,-68.26,67.97,-14.65,14.36,-33.4,33.11,-12.3,4.39,-67.97,49.8,-90.23,71.78,38.09,-37.79,-8.79,-6.15
123,20,-79.98,82.03,-68.26,67.97,-14.65,14.36,-31.05,30.76,-9.38,2.34,-68.85,49.22,-84.96,72.66,31.64,-39.55,-6.74,-5.27
123,30,-84.67,77.34,-68.26,67.97,-14.65,14.36,-29,28.71,-5.86,0,-67.68,49.22,-78.22,74.41,26.07,-41.31,-4.39,-4.1
123,40,-88.77,73.24,-68.26,67.97,-14.65,14.36,-27.83,27.54,-2.93,-1.46,-65.92,48.93,-73.24,75.88,22.85,-42.77,-2.34,-2.64
123,50,-92.87,69.14,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.17,-0.59,-65.04,48.93,-72.95,77.05,23.73,-44.24,-1.17,-0.59
123,60,-96.09,65.92,-68.26,67.97,-14.65,14.36,-27.25,26.95,0,1.46,-64.45,48.34,-75.59,77.64,26.66,-45.41,0,1.46
123,70,-98.73,63.28,-68.26,67.97,-14.65,14.36,-27.25,26.95,1.17,3.81,-62.99,46.88,-77.34,77.05,29.88,-46.29,1.17,3.81
124 FRT_E_L,10,-101.37,60.64,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.34,5.86,-59.77,43.36,-77.93,75.29,32.52,-46.58,2.34,5.86
124 FRT_E_L,20,-100.78,61.23,-68.26,67.97,-14.65,14.36,-27.25,26.95,3.52,7.91,-57.42,41.31,-77.34,72.66,34.28,-46,3.52,7.91
124 FRT_E_L,30,-99.61,62.4,-68.26,67.97,-14.65,14.36,-27.25,26.95,4.69,9.67,-55.66,39.84,-76.17,70.02,34.86,-44.82,4.69,9.67
124 FRT_E_L,40,-97.27,64.75,-68.26,67.97,-14.65,14.36,-27.25,26.95,5.86,10.55,-54.2,38.96,-74.12,67.97,34.28,-43.36,5.86,10.55
124 FRT_E_L,50,-94.04,67.97,-68.26,67.97,-14.65,14.36,-28.42,28.12,3.52,12.01,-53.03,43.95,-72.66,74.12,33.98,-44.53,6.45,11.13
124 FRT_E_L,60,-90.23,71.78,-68.26,67.97,-14.65,14.36,-31.64,31.35,-2.05,13.77,-51.27,53.61,-71.78,86.43,34.86,-47.17,6.74,10.55
124 FRT_E_L,70,-86.13,75.88,-68.26,67.97,-14.65,14.36,-36.33,36.04,-5.27,13.77,-49.22,62.11,-71.48,91.99,36.33,-44.53,6.45,9.67
125,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
